author,content,author_descrition,reactions,comments,comments_number,tags;;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""Enfin ! Nous sommes heureux de vous annoncer la publication du tout dernier livre blanc sous le thème « La cyber-résilience du secteur bancaire en Afrique : Nouveaux défis pour le régulateur ». Nous vous laissons apprécier le travail !Téléchargez GRATUITEMENT votre exemplaire dès maintenant pour tout savoir sur la cyber-résilience du secteur bancaire en Afrique.https://lnkd.in/ea9456EcFinally! DATAPROTECT is delighted to announce the release of our latest white paper on """"Cyber Resilience in the African Banking Sector: New Challenges for Regulators."""" We invite you to enjoy the work!Download your FREE copy now to learn everything about cyber resilience in the African banking sector.https://lnkd.in/ea9456Ec#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Edith Brou BleuEdith Brou Bleu,""Dans un mois, l'événement de référence sur la Cybersécurité en Afrique, leCyber Africa Forum (CAF)réunira les leaders les plus influents du secteur numérique en Afrique 🌍 pour discuter des enjeux et opportunités de l’intelligence Artificielle et des stratégies de défense face aux nouvelles menaces cyber 🔥🔍👩‍🏫💻Choisissez votre pass dès maintenant 👉https://lnkd.in/eex4H9u7#CAF24"",Founder of KESSIYA.COMFounder of KESSIYA.COM,,,,['CAF24']";;;;;;;;;;;;;;;;
"ATEM Astor TANGAPATEM Astor TANGAP,🛡️Unleash Fort Knox-Level Security: Hackers Beware💂‍♂️#alexianetworkfoundation#Cybersecurity#TechSecurity#StaySecure#InnovationGuardians#DigitalFortress#HackersBeware#TechMagic#ClickToFortify#cyberdefense#cyberattack#cyber#learning#growth#growthmindset#computerscience#science#africa#afrique#cybercrime#engineering#sophos#microsoft#microsoft365#googlecloud#google#apple#network#networking#systemsengineering#management#leadership#leadershipdevelopment#hacking#securitymanagement#securityprofessionals#securityGoogleAppleIBMMicrosoftSophosAfricaAfrica Data CentresArizona State UniversityAlexia Network Foundation,Kundalini Achieved | Enterprise Systems Engineer II | Founder | Director: Alexia Network Foundation | Spiritual LeaderKundalini Achieved | Enterprise Systems Engineer II | Founder | Director: Alexia Network Foundation | Spiritual Leader,,,,""['Cybersecurity', 'TechSecurity', 'StaySecure', 'InnovationGuardians', 'DigitalFortress', 'HackersBeware', 'TechMagic', 'ClickToFortify', 'cyberdefense', 'cyberattack', 'cyber', 'learning', 'growth', 'growthmindset', 'computerscience', 'science', 'africa', 'afrique', 'cybercrime', 'engineering', 'sophos', 'microsoft', 'microsoft365', 'googlecloud', 'google', 'apple', 'network', 'networking', 'systemsengineering', 'management', 'leadership', 'leadershipdevelopment', 'hacking', 'securitymanagement', 'securityprofessionals', 'security']""";;;;;;;;;;;;;;;;
"Cedric ABECedric ABE,""Le digital joue un rôle essentiel dans l'innovation, l'éducation et la cybersécurité en Afrique.Il offre des opportunités sans précédent pour le développement économique, l'accès à l'éducation et la protection des infrastructures.Il est donc primordial d'investir dans les infrastructures numériques et de promouvoir la formation digitale pour assurer un avenir prospère et sécurisé pour l'Afrique.Horore BELL BEBGA10000 CODEURSPwC Afrique Francophone SubSaharienneST DIGITALCyber Defense AfricaCyber Africa Forum (CAF)Women For Cyber AfricaIndice d'inclusion, de protection des consommateurs et de cybersécurité en AfriqueAfrica Women In Cyber & Information Security 2020 Conference #AWiCIS2020CAYSTIART CamerounMinistère des Postes et Télécommunications, CamerounGeorges Mpoudi NgoleAfrican Development Bank GroupAfrica Tech FestivalAfrican UnionDigicel GroupMcKinsey & CompanyDigital AfricaAFRICA DIGITAL EXPODigital Media AfricaAfrica Digital Banking Summit - Innovation & Excellence AwardsUNICEFUNDP#GEFONA#Africa#Cybersecurity#Education#Innovation#Digitaltransformation"",Sales strategy I Strategic and Operational Marketing for B2B I Building relationships and account Management I Business Development I Market research I Go-to-MarketSales strategy I Strategic and Operational Marketing for B2B I Building relationships and account Management I Business Development I Market research I Go-to-Market,,,,""['GEFONA', 'Africa', 'Cybersecurity', 'Education', 'Innovation', 'Digitaltransformation', 'GEFONA', 'DigitalImpact', 'Innovation', 'Education', 'Cybersecurity', 'Africa']""";;;;;;;;;;;;;;;;
"FlashStart Group | Internet ProtectionFlashStart Group | Internet Protection,""🔒✨FlashStart and DABO CONNECT, a winning partnership! 🔒✨We are excited to announce the partnership between DABO CONNECT and FlashStart to protect and support cyber security in Africa. 💻🛡️🤝DABO CONNECT, a telecommunications service provider in Senegal, has joined forces with FlashStart, a pioneer in cyber security, to offer a state-of-the-art DNS filtering solution. This partnership will provide comprehensive protection for businesses, schools, universities, banking institutions, ISPs and telecom operators. 🏢🏫🏦📶🔒 Security is at the core of everything we do, and this partnership will enable us to offer advanced protection against malware, malware and malicious content.With FlashStart's DNS filtering and Dabo Connect, a FlashStart ambassador, organizations across Africa will be able to safely go online and focus on their work without worry. 🚀💪Join us in this important initiative to make the digital world a safer place for all: contact us within the attached page and become a distributor! 🌐🔐#CyberSecurity#Collaboration#FilteringDNS#DigitalSecurity#OnlineProtection"",551 abonnés551 abonnés,,,,""['CyberSecurity', 'Collaboration', 'FilteringDNS', 'DigitalSecurity', 'OnlineProtection']""";;;;;;;;;;;;;;;;
"Victor NkindiVictor Nkindi,""#CyberTechAfrica#Kigali, une 1ère en Afrique:- Défis & opportunités des#TIC";- Dangers de la#cybercriminalité;#NOM?;"- Mon intervention surRwanda Broadcasting Agency (RBA)#LaGrandeEditionNational Cyber Security AuthorityCybertechThe Ministry of Youth and ICT, Rwanda (MyictRwanda)"",Board of Directors at European Business Chamber of RwandaBoard of Directors at European Bu";;;;;;;;;;;;;
"Chrysostome Nkoumbi-Samba, M.B.A  🟢 OfficielChrysostome Nkoumbi-Samba, M.B.A 🟢 Officiel,""🔸#CyberAfrikTour2063: « Nous sommes prêts à travailler avec les dirigeants politiques, pour mettre en œuvre des politiques qui protégeront vos économies aux entrées#terrestres,#maritimes,#aérienneset#cyber. Tout ce qui est interdit dans le monde physique doit l'être également dans le monde numérique»Dr issifou KOGUI N'DOURO: le numérique de confiance - l'histoire est entre nos mains - pensons impact dès maintenant !Vs🔸#BAD: Lors du Forum de Paris#NouveauPacteFinancier#pactefinancierqui s’est tenu hier, le président de la Banque africaine de développement,Akinwumi Adesina, a proposé des solutions pour lutter contre la#detteen Afrique, notamment une plus grande transparence de la dette et l’utilisation de garanties partielles de crédit. S’exprimant sur l’évolution du paysage de la dette souveraine,#Prospective#Anticipation#CyberAfrikTour2063#CyberAfrikTour2020#CyberAfrikTour2021#CyberAfrikTour2022"",Président chez AFRIK@CYBERSECURITE / Comité Scientifique CYBERAFRIKTOUR2063Président chez AFRIK@CYBERSECURITE / Comité Scientifique CYBERAFRIKTOUR2063,,,,""['CyberAfrikTour2063', 'terrestres', 'maritimes', 'aériennes', 'cyber', 'BAD', 'NouveauPacteFinancier', 'pactefinancier', 'dette', 'Prospective', 'Anticipation', 'CyberAfrikTour2063', 'CyberAfrikTour2020', 'CyberAfrikTour2021', 'CyberAfrikTour2022']""";;;;;;;;;;;;;;;;
"DeloitteDeloitte,""Retour sur la première édition du#GITEXAfrica2023, qui est déjà la plus grande manifestation de la Tech en Afrique !En plein cœur de Marrakech, plus 120 pays, 900 entreprises et plusieurs centaines de start-ups et organismes gouvernementaux se sont réunis pour incarner l'essor#technologiquedu continent africain : intelligence artificielle, robotique, cloud,#cybersécurité,#blockchain, emerging technologies, drones du futur, etc. sont d’autant de thématiques exposées, débattues et partagées entre partenaires, clients et exposants.Deloitte a été l’un des participants phares à ce haut lieu de la Tech sous la bannière du Morocco Cyber Center avec la présence de nos experts en Cybersécurité accompagnés de leurs collègues de Deloitte Afrique Francophone.Nous avons pu y exposer, à travaux plusieurs Keynotes, les résultats de nos travaux R&D en Cybersécurité appliqués au secteur automobile et à celui de la santé, et partager avec la communauté la panoplie de services que nous offrons à nos clients pour améliorer leur résilience face au risque cyber.Emmanuel Gadret,Imade Elbaraka,Aristide Ouattara,Moncef Benabdeslam,Sofiane E.,Omar Lahbabi"",15 713 741 abonnés15 713 741 abonnés,,,,""['GITEXAfrica2023', 'technologique', 'cybersécurité', 'blockchain']""";;;;;;;;;;;;;;;;
"DATAPROTECTDATAPROTECT,""It's incredibly rewarding to see such positive feedback and engagement from our community. Your support fuels our passion for exploring cyber resilience and its vital role in our world. 💻🌐#CyberSecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices#ThankYou"",38 694 abonnés38 694 abonnés,,,,""['CyberSecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices', 'ThankYou', 'Cybersécurité', 'Banque', 'Afrique', 'CyberRésilience', 'Étude', 'Finance']""";;;;;;;;;;;;;;;;
"Sophia KhaldaneSophia Khaldane,""AtWomen For Cyber Africawe are a community sharing strong#valuesof#commitment,#collaboration,#ethicsand#equality. We provide a safe and inclusive environment for women to share, advance, learn, and inspire others to join the field.#Empoweringwomen is not enough in the cybersecurity field.Big thanks toTelecom Review AfriqueGhita SlaouiHousna HamadetSamia JLIL"",Senior Marketing and Business Development ManagerSenior Marketing and Business Development Manager,,,,""['values', 'commitment', 'collaboration', 'ethics', 'equality', 'Empowering', 'Women', 'Cybersecurity', 'cybersecurity', 'Africanwomen']""";;;;;;;;;;;;;;;;
"Ali EL AZZOUZIAli EL AZZOUZI,""Banking fraud in sub-Saharan Africa has continued to claim new victims. Not only is cybercrime increasing in terms of the number of attacks, it is also growing in sophistication.Follow us... Our recent study on cyber resilience of the banking sector in Africa will be available soon.La fraude bancaire en Afrique subsaharienne n’a cessé de faire de nouvelles victimes. Non seulement la cybercriminalité augmente en nombre d’attaques, mais elle gagne en sophistication.Suivez-nous…Notre toute nouvelle étude sur la cyber-résilience du secteur bancaire en Afrique sera gratuitement accessible prochainement.#Cybersecurity,#CyberResilience,#AfricanBanks,#Africa,#CentralBanks,#WhitePaper,#BankFraud,#BankingRegulation,#BestPractices."",Founder & CEO - DATAPROTECTFounder & CEO - DATAPROTECT,,,,""['Cybersecurity', 'CyberResilience', 'AfricanBanks', 'Africa', 'CentralBanks', 'WhitePaper', 'BankFraud', 'BankingRegulation', 'BestPractices']""";;;;;;;;;;;;;;;;
"Abraham D. Montang SADIOAbraham D. Montang SADIO,La#MinuteCyberavec @Africa CyberSecurity Mag@followers,IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|IT Engineer|AI Certified|IT-Trainer|IT-Consultant|Member of rootSN Community|Member of Nu Jang Informatique|Storytelling in Branding & content Marketing Certified|,,,,""['MinuteCyber', 'MinuteCyber', 'MinuteCyber', 'infosec', 'CAF2024', 'africacybermag', 'news', 'cybersecurity', 'africa']""";;;;;;;;;;;;;;;;
